135,120
120,135
123,96
114,126
105,124
105,124
124,104
101,115
92,103
118,98
110,96
124,132
112,126
115,135
102,115
79,92
92,79
96,84
84,102
84,79
76,93
70,92
92,69
63,70
82,92
115,135
115,93
90,102
138,128
150,127
70,60
80,70
85,65
100,120
100,125
90,105
110,100
110,90
88,106
135,120
60,70
60,82
94,115
115,94
103,128
90,112
70,72
68,60
84,62
80,96
96,80
80,90
68,90
105,90
96,90
78,86
