0,0,0,0,0,0,0
59.332857568572145,0.02176273283511554,58.37344778673078,57.865320152915515,57.865320152915515,57.865320152915515,<module 'numpy' from 'C:\\Users\\kyk62\\PycharmProjects\\seminar\\venv\\lib\\site-packages\\numpy\\__init__.py'>,[0.7661625]
59.2930669039805,0.027335492553022256,50.23877178559054,43.04691600132552,43.04691600132552,43.04691600132552,<module 'numpy' from 'C:\\Users\\kyk62\\PycharmProjects\\seminar\\venv\\lib\\site-packages\\numpy\\__init__.py'>,[0.5711535]
59.863533137948394,2.8022982665486107,58.36243615067411,29.75226725979178,29.75226725979178,29.75226725979178,<module 'numpy' from 'C:\\Users\\kyk62\\PycharmProjects\\seminar\\venv\\lib\\site-packages\\numpy\\__init__.py'>,[0.75092363]
59.824037768732154,1.0147528637851821,49.08547889253517,57.45816336962072,57.45816336962072,57.45816336962072,<module 'numpy' from 'C:\\Users\\kyk62\\PycharmProjects\\seminar\\venv\\lib\\site-packages\\numpy\\__init__.py'>,[0.54706675]
0.0914998059138461,53.995401217072065,56.12111702967562,20.738266902270173,20.738266902270173,20.738266902270173,<module 'numpy' from 'C:\\Users\\kyk62\\PycharmProjects\\seminar\\venv\\lib\\site-packages\\numpy\\__init__.py'>,[5.599773e-07]
2.0021715095581483,59.818486797071934,25.638643332582607,21.36557181111914,21.36557181111914,21.36557181111914,<module 'numpy' from 'C:\\Users\\kyk62\\PycharmProjects\\seminar\\venv\\lib\\site-packages\\numpy\\__init__.py'>,[5.5486237e-07]
34.12536637207204,0.5204711779097648,4.005662917102564,59.72285069683442,59.72285069683442,59.72285069683442,<module 'numpy' from 'C:\\Users\\kyk62\\PycharmProjects\\seminar\\venv\\lib\\site-packages\\numpy\\__init__.py'>,[0.0002363]
1.7270757812885007,1.0171904041646562,0.26909156986808513,39.38995594181545,39.38995594181545,39.38995594181545,<module 'numpy' from 'C:\\Users\\kyk62\\PycharmProjects\\seminar\\venv\\lib\\site-packages\\numpy\\__init__.py'>,[0.00030157]
4.190798343599214,2.3372103408766587,0.5773092857185058,22.815494376013397,22.815494376013397,22.815494376013397,<module 'numpy' from 'C:\\Users\\kyk62\\PycharmProjects\\seminar\\venv\\lib\\site-packages\\numpy\\__init__.py'>,[0.00034761]
12.795214686364968,0.42356052697518853,0.3878770449728641,44.12093727089545,44.12093727089545,44.12093727089545,<module 'numpy' from 'C:\\Users\\kyk62\\PycharmProjects\\seminar\\venv\\lib\\site-packages\\numpy\\__init__.py'>,[0.00031245]
1.840338389521694,0.3364361257889059,0.3029802882406618,25.885800490470995,25.885800490470995,25.885800490470995,<module 'numpy' from 'C:\\Users\\kyk62\\PycharmProjects\\seminar\\venv\\lib\\site-packages\\numpy\\__init__.py'>,[0.00034654]
11.782038472061052,0.7226065370977475,3.814455849410705,36.119932670367945,36.119932670367945,36.119932670367945,<module 'numpy' from 'C:\\Users\\kyk62\\PycharmProjects\\seminar\\venv\\lib\\site-packages\\numpy\\__init__.py'>,[0.00027964]
4.448339739112932,0.5883521597754293,4.398433388171306,59.736822476823555,59.736822476823555,59.736822476823555,<module 'numpy' from 'C:\\Users\\kyk62\\PycharmProjects\\seminar\\venv\\lib\\site-packages\\numpy\\__init__.py'>,[0.00031483]
54.04841247153823,55.93014950656617,15.209723566386483,36.63806432395823,36.63806432395823,36.63806432395823,<module 'numpy' from 'C:\\Users\\kyk62\\PycharmProjects\\seminar\\venv\\lib\\site-packages\\numpy\\__init__.py'>,[1.]
59.66447659487351,27.443731643163957,2.6015398244795973,49.349494889605566,49.349494889605566,49.349494889605566,<module 'numpy' from 'C:\\Users\\kyk62\\PycharmProjects\\seminar\\venv\\lib\\site-packages\\numpy\\__init__.py'>,[1.]
48.05238525115355,59.84623831868612,54.620935183784255,20.27192598940253,20.27192598940253,20.27192598940253,<module 'numpy' from 'C:\\Users\\kyk62\\PycharmProjects\\seminar\\venv\\lib\\site-packages\\numpy\\__init__.py'>,[0.03490698]
3.6656268774838385,39.50710177402951,12.811305244661455,22.49103104952053,22.49103104952053,22.49103104952053,<module 'numpy' from 'C:\\Users\\kyk62\\PycharmProjects\\seminar\\venv\\lib\\site-packages\\numpy\\__init__.py'>,[1.]
57.67526350492042,53.42116686523624,4.050480802594332,23.488161753182762,23.488161753182762,23.488161753182762,<module 'numpy' from 'C:\\Users\\kyk62\\PycharmProjects\\seminar\\venv\\lib\\site-packages\\numpy\\__init__.py'>,[0.99367934]
36.713107642131206,57.32848822893762,16.80416697067602,22.225479624303063,22.225479624303063,22.225479624303063,<module 'numpy' from 'C:\\Users\\kyk62\\PycharmProjects\\seminar\\venv\\lib\\site-packages\\numpy\\__init__.py'>,[0.99999815]
0.16747046955877254,58.53836543424467,55.22651122896022,23.393145372299532,23.393145372299532,23.393145372299532,<module 'numpy' from 'C:\\Users\\kyk62\\PycharmProjects\\seminar\\venv\\lib\\site-packages\\numpy\\__init__.py'>,[0.9999985]
